/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-BB-01-01.npy|black beauty : the autobiography of a horse .~|0 2 3 4 5 6 7 8|1 4 4 1 7 7 4 1|amod punct det appos case det nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-053.npy|a man might represent the county with such an estate ; a man might escape a profession and represent the county .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|1 3 3 5 3 9 9 9 3 3 12 14 14 3 16 14 18 14 20 18 3|det nsubj aux det obj case det:predet det obl punct det nsubj aux parataxis det obj cc conj det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-054.npy|i dare say he will be in parliament soon .~|0 2 3 4 5 6 7 8 9|1 1 7 7 7 7 2 7 1|nsubj ccomp nsubj aux cop case ccomp advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-055.npy|when sir thomas comes , i dare say he will be in for some borough , but there has been nobody to put him in the way of doing anything yet .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|3 3 1 6 6 6 6 11 11 11 7 14 14 11 19 19 19 19 6 19 22 20 22 26 26 22 28 26 28 28 6|mark nsubj flat advcl punct nsubj xcomp nsubj aux cop ccomp case det obl punct cc expl aux conj nsubj mark acl obj case det obl mark acl obj advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-056.npy|sir thomas is to achieve many mighty things when he comes home , said mary , after a pause .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19|2 0 4 2 7 7 4 10 10 4 10 13 2 13 18 18 18 13 2|nsubj flat mark ccomp amod amod obj mark nsubj advcl advmod punct parataxis nsubj punct case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-057.npy|do you remember hawkins browne 's address to tobacco , in imitation of pope ?~|0 1 3 4 5 6 7 8 9 10 11 12 13 14|2 2 4 6 4 2 8 6 11 11 2 13 11 2|aux nsubj compound nmod:poss case obj case nmod punct case obl case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-058.npy|blest leaf , whose aromatic gales dispense to templars modesty , to parsons sense .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14|1 1 5 5 6 1 9 9 6 1 13 13 6 1|amod punct nmod:poss amod nsubj acl:relcl case compound obl punct case compound obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-059.npy|i will parody them .~|0 1 3 4|2 2 2 2|nsubj aux obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-060.npy|blest knight , whose dictatorial looks dispense to children affluence , to rushworth sense .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14|1 1 4 5 1 5 9 9 6 1 13 13 9 1|amod punct nmod:poss nsubj acl:relcl xcomp case compound obl punct case compound nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-061.npy|will not that do , missus grant ?~|0 1 2 4 5 6 7|3 3 3 3 6 3 3|aux advmod nsubj punct compound parataxis punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-062.npy|everything seems to depend upon sir thomas 's return .~|0 2 3 4 5 6 7 8 9|1 3 1 8 8 5 5 3 1|nsubj mark xcomp case nmod:poss flat case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-063.npy|you will find his consequence very just and reasonable when you see him in his family , i assure you .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|2 2 4 2 6 2 8 6 11 11 18 11 15 15 11 18 18 2 18 2|nsubj aux nmod:poss obj advmod advmod cc conj mark nsubj advcl obj case nmod:poss obl punct nsubj parataxis obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-064.npy|i do not think we do so well without him .~|0 1 2 4 5 6 7 8 9 10|3 3 3 5 3 7 5 9 5 3|nsubj aux advmod nsubj ccomp advmod advmod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-065.npy|he has a fine dignified manner , which suits the head of such a house , and keeps everybody in their place .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22|1 5 5 5 1 5 8 5 10 8 14 14 14 10 17 17 8 17 21 21 18 1|nsubj det amod amod obj punct nsubj acl:relcl det obj case det:predet det nmod punct cc conj obj case nmod:poss nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-066.npy|lady bertram seems more of a cipher now than when he is at home ; and nobody else can keep missus norris in order ; but , mary , do not fancy that maria bertram cares for henry .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|2 2 2 6 6 3 2 9 13 13 13 13 2 2 19 19 16 19 2 19 19 23 19 2 31 31 31 31 31 31 2 35 35 33 31 37 35 2|nsubj nsubj obj case det obl advmod case mark nsubj cop case advcl punct cc nsubj amod aux conj obj obj case obl punct cc punct nsubj punct aux advmod conj mark nsubj flat ccomp case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-067.npy|i am sure julia does not , or she would not have flirted as she did last night with mister yates .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21|2 2 4 2 4 12 12 12 12 12 12 2 15 15 12 17 15 20 20 15 2|nsubj cop nsubj ccomp advmod punct cc nsubj aux advmod aux conj mark nsubj advcl amod obl:tmod case compound obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-068.npy|and though he and maria are very good friends , i think she likes sotherton too well to be inconstant .~|0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20|11 8 8 4 2 8 7 8 11 11 11 13 11 13 13 13 19 19 13 11|cc mark nsubj cc conj cop advmod amod advcl punct nsubj nsubj ccomp obj advmod advmod mark cop advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-069.npy|i would not give much for mister rushworth's chance if henry stept in before the articles were signed .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19|3 3 3 3 9 9 6 6 4 12 12 3 12 18 16 18 18 12 3|nsubj aux advmod obj case nmod:poss flat case nmod mark nsubj advcl advmod mark det nsubj:pass aux:pass advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-070.npy|if you have such a suspicion , something must be done ; and as soon as the play is all over , we will talk to him seriously and make him know his own mind ; and if he means nothing , we will send him off , though he is henry , for a time .~|0 1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56|2 2 10 5 5 2 10 10 10 10 24 24 14 24 20 17 20 20 20 14 24 24 24 10 26 24 24 29 24 29 29 34 34 31 44 44 39 39 44 39 44 44 44 10 44 44 44 51 51 51 44 44 55 55 44 10|mark nsubj advcl det:predet det obj punct nsubj:pass aux aux:pass punct cc advmod advmod mark det nsubj cop advmod advcl punct nsubj aux conj case obl advmod cc conj obj xcomp nmod:poss amod obj punct cc mark nsubj advcl obj punct nsubj aux conj obj compound:prt punct mark nsubj cop advcl punct case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-071.npy|julia did suffer , however , though missus grant discerned it not , and though it escaped the notice of many of her own family likewise .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26|2 2 2 2 9 9 8 9 2 9 9 16 16 16 16 9 18 16 20 18 24 24 24 20 16 2|nsubj aux punct advmod punct mark compound nsubj advcl obj advmod punct cc mark nsubj conj det obj case nmod case nmod:poss amod nmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-072.npy|she had loved , she did love still , and she had all the suffering which a warm temper , and a high spirit were likely to endure under the disappointment of a dear , though irrational hope , with a strong sense of ill usage .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46|2 2 2 6 6 2 6 11 11 11 2 14 14 11 18 18 18 14 23 23 23 23 18 25 11 27 25 30 30 27 37 37 37 37 37 37 30 42 42 42 42 27 45 45 42 2|nsubj aux punct nsubj aux ccomp advmod punct cc nsubj conj det:predet det obj nsubj det amod acl:relcl punct cc det amod conj cop conj mark xcomp case det obl case det amod punct case amod nmod punct case det amod obl case amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-073.npy|her heart was sore and angry , and she was capable only of angry consolations .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15|1 3 3 5 3 10 10 10 10 3 14 14 14 10 3|nmod:poss nsubj cop cc conj punct cc nsubj cop conj advmod case amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-076.npy|maria felt her triumph , and pursued her purpose , careless of julia .~|0 2 3 4 5 6 7 8 9 10 11 12 13|1 3 1 6 6 1 8 6 10 8 12 10 1|nsubj nmod:poss obj punct cc conj nmod:poss obj punct amod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-077.npy|and julia could never see maria distinguished by henry crawford without trusting that it would create jealousy , and bring a public disturbance at last .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|4 4 4 4 4 5 8 6 8 11 6 15 15 15 11 15 19 19 15 22 22 19 24 19 4|cc nsubj aux advmod obj acl case obl flat mark advcl mark nsubj aux ccomp obj punct cc conj det amod obj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-078.npy|fanny saw and pitied much of this in julia ; but there was no outward fellowship between them ; julia made no communication , and fanny took no liberties .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|1 3 1 1 6 4 8 1 1 12 12 1 15 15 12 17 15 20 20 1 22 20 26 26 26 1 28 26 1|nsubj cc conj obj case obl case obl punct cc expl conj det amod nsubj case nmod punct nsubj parataxis det obj punct cc nsubj conj det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-079.npy|they were two solitary sufferers , or connected only by fanny's consciousness .~|0 1 2 3 5 6 7 8 9 10 11 12 13|4 4 4 4 7 7 4 7 12 12 10 7 4|nsubj cop nummod amod punct cc conj advmod case nmod:poss case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-080.npy|the inattention of the two brothers and the aunt to julia's discomposure , and their blindness to its true cause must be imputed to the fullness of their own minds .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 31|1 23 5 5 5 1 8 8 5 12 12 10 8 16 16 16 23 20 20 20 16 23 23 26 26 23 30 30 30 26 23|det nsubj:pass case det nummod nmod cc det conj case nmod:poss case nmod punct cc nmod:poss nsubj:pass case nmod:poss amod nmod aux aux:pass case det obl case nmod:poss amod nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-081.npy|they were totally preoccupied ; tom was engrossed by the concerns of his theater , and saw nothing that did not immediately relate to it .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25|3 3 3 7 7 7 3 10 10 7 13 13 10 16 16 7 16 22 22 22 22 17 24 22 3|nsubj cop advmod punct nsubj:pass aux:pass parataxis case det obl case nmod:poss nmod punct cc conj obj nsubj aux advmod advmod acl:relcl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-17-082.npy|edmund , between his theatrical and his real part , between miss crawford's claims and his own conduct , between love and consistency was equally unobservant .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27|26 26 4 4 11 8 8 8 4 11 11 26 14 12 11 18 18 18 14 26 21 14 23 21 26 26 26|nsubj punct case nmod:poss obl cc nmod:poss amod conj punct mark advcl nmod:poss case obj cc nmod:poss amod conj punct case nmod cc conj cop advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-001.npy|chapter eighteen .~|1 2|0 0|nummod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-003.npy|everybody began to have their vexation .~|0 2 3 4 5 6|1 3 1 5 3 1|nsubj mark xcomp nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-004.npy|edmund had many .~|0 2 3|1 1 1|nsubj obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-006.npy|tom himself began to fret over the scene painter's slow progress , and to feel the miseries of waiting .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20|2 0 4 2 11 8 8 11 8 11 4 15 15 15 4 17 15 19 17 2|nsubj nmod:npmod mark xcomp case det compound nmod:poss case amod obl punct cc mark conj det obj mark acl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-008.npy|fanny , being always a very courteous listener and often the only listener at hand , came in for the complaints and the distresses of most of them .~|0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28|16 7 7 7 7 6 7 16 12 12 12 12 7 14 12 16 16 20 20 16 23 23 20 25 23 27 25 16|nsubj punct cop advmod det advmod amod advcl cc advmod det amod conj case nmod punct advmod case det obl cc det conj case nmod case nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-011.npy|so far from being all satisfied and all enjoying , she found everybody requiring something they had not , and giving occasion of discontent to the others .~|0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|1 11 5 5 5 1 8 8 5 1 11 11 12 13 16 14 16 20 20 13 20 23 21 26 26 20 11|advmod advmod mark cop advmod advcl cc nsubj conj punct nsubj obj acl obj nsubj acl:relcl advmod punct cc conj obj case nmod case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-012.npy|everybody had a part either too long or too short ; nobody would attend as they ought ; nobody would remember on which side they were to come in ; nobody but the complainer would observe any directions .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|1 3 1 6 6 1 9 9 6 1 13 13 1 16 16 13 1 20 20 1 23 23 27 25 20 27 25 27 1 35 35 33 30 35 1 37 35 1|nsubj det obj cc:preconj advmod advmod cc advmod conj punct nsubj aux parataxis mark nsubj advcl punct nsubj aux parataxis case det obl nsubj ccomp mark xcomp advmod punct nsubj cc det conj aux conj det obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-014.npy|maria , she also thought , acted well , too well ; and after the first rehearsal or two , fanny began to be their only audience ; and sometimes as prompter , sometimes as spectator , was often very useful .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41|4 4 4 4 6 4 6 10 10 6 21 21 16 16 16 21 18 16 21 21 4 26 26 26 26 21 40 40 40 31 40 31 35 35 31 40 40 40 40 4 4|vocative punct nsubj advmod punct ccomp advmod punct advmod advmod punct cc case det amod obl cc conj punct nsubj conj mark cop nmod:poss amod xcomp punct cc advmod case nsubj punct advmod case nmod punct cop advmod advmod conj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-015.npy|as far as she could judge , mister crawford was considerably the best actor of all : he had more confidence than edmund , more judgment than tom , more talent and taste than mister yates .~|0 1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36|1 13 5 5 5 1 13 13 7 13 13 13 13 15 13 13 18 13 20 18 22 20 25 25 22 27 25 30 30 22 32 30 35 35 30 13|advmod advmod mark nsubj aux advcl punct nsubj flat cop advmod det amod case nmod punct nsubj parataxis amod obj case nmod punct amod appos case nmod punct amod conj cc conj case compound nmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-016.npy|she did not like him as a man , but she must admit him to be the best actor , and on this point , there were not many who differed from her .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|3 3 3 3 7 7 3 12 12 12 12 3 12 18 18 18 18 12 26 26 23 23 26 26 26 3 26 26 30 28 32 30 3|nsubj aux advmod obj case det obl punct cc nsubj aux conj obj mark cop det amod xcomp punct cc case det obl punct expl conj advmod nsubj nsubj acl:relcl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-017.npy|mister yates , indeed , exclaimed against his tameness and insipidity ; and the day came at last , when mister rushworth turned to her with a black look and said , do you think there is anything so very fine in all this ?~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44|1 5 5 5 1 8 8 5 10 8 5 15 14 15 5 17 15 15 22 22 20 15 24 22 28 28 28 22 30 22 34 34 34 1 36 34 36 40 40 37 43 43 40 1|nsubj punct advmod punct conj case nmod:poss obl cc conj punct cc det nsubj conj case obl punct mark nsubj flat advcl case obl case det amod obl cc conj punct aux nsubj parataxis expl ccomp nsubj advmod advmod amod case det:predet obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-018.npy|for the life and soul of me , i can not admire him ; and between ourselves , to see such an undersized , little , mean-looking man set up for a fine actor is very ridiculous in my opinion .~|0 1 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40|2 2 11 4 2 6 2 11 11 11 11 11 36 36 16 36 36 19 36 27 27 27 27 27 27 27 19 27 28 33 33 33 28 36 36 11 39 39 36 11|case det obl cc conj case nmod punct nsubj aux advmod obj punct cc case obl punct mark advcl det:predet det amod punct amod punct amod obj acl compound:prt case det amod obl cop advmod conj case nmod:poss obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-023.npy|the gloom of her first anticipations was proved to have been unfounded .~|0 1 2 3 4 5 6 8 9 10 11 12|1 7 5 5 5 1 7 11 11 11 7 7|det nsubj:pass case nmod:poss amod nmod aux:pass mark aux cop xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-024.npy|she was occasionally useful to all ; she was perhaps as much at peace as any .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16|3 3 3 5 3 3 11 11 11 11 3 13 11 15 11 3|nsubj cop advmod case obl punct nsubj cop advmod advmod parataxis case obl case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-026.npy|i have been slaving myself till i can hardly stand , to contrive mister rushworth's cloak without sending for any more satin ; and now i think you may give me your help in putting it together .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38|3 3 3 3 9 9 9 9 3 12 12 9 16 13 13 12 18 12 22 22 22 18 3 27 27 27 3 30 30 27 30 33 30 35 33 35 35 3|nsubj aux aux obj mark nsubj aux advmod advcl punct mark advcl nmod:poss flat case obj mark advcl case det amod obl punct cc advmod nsubj conj nsubj aux ccomp iobj nmod:poss obj mark acl obj compound:prt punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-027.npy|there are but three seams ; you may do them in a trice .~|0 2 3 4 5 6 7 8 9 10 11 12 13|1 4 4 1 1 8 8 1 8 12 12 8 1|expl cc nummod nsubj punct nsubj aux parataxis obj case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-028.npy|it would be lucky for me if i had nothing but the executive part to do ; you , are the best off , i can tell you .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|3 3 3 5 3 8 8 3 8 13 13 13 9 15 13 3 21 21 21 21 3 21 3 26 26 21 26 3|nsubj aux cop case obl mark nsubj advcl obj case det amod conj mark acl punct vocative punct cop det parataxis advmod punct nsubj aux parataxis obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-029.npy|but if nobody did more than you , we should not get on very fast .~|0 1 2 3 4 5 6 7 8 9 10 12 13 14 15|11 3 3 11 3 6 4 11 11 11 11 11 14 11 11|cc mark nsubj advcl obj case obl punct nsubj aux advmod compound:prt advmod advmod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-031.npy|what is the play about , fanny , you have never told me .~|1 2 3 4 5 6 7 8 9 10 11 12 13|0 3 0 6 6 3 0 11 11 11 0 11 0|cop det nsubj case punct appos punct nsubj aux advmod parataxis obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-032.npy|oh , sister , pray do not ask her now ; for fanny is not one of those who can talk and work at the same time .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|4 2 4 4 7 7 4 7 7 15 12 15 15 15 7 17 15 20 20 17 22 20 26 26 26 20 4|discourse punct vocative punct aux advmod parataxis obj advmod punct case nsubj cop advmod advcl case nmod nsubj aux acl:relcl cc conj case det amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-033.npy|it is about lovers ' vows .~|0 1 2 3 4 6|5 5 5 5 3 5|nsubj cop case nmod:poss case punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-034.npy|i believe , said fanny to her aunt bertram , there will be three acts rehearsed tomorrow evening , and that will give you an opportunity of seeing all the actors at once .~|0 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33|1 3 1 3 7 7 8 4 12 12 12 1 14 12 14 17 15 22 22 22 22 12 22 25 22 27 25 30 30 27 32 27 1|nsubj punct ccomp obj case nmod:poss compound nmod punct expl aux ccomp nummod nsubj acl compound obl:tmod punct cc nsubj aux conj iobj det obj mark acl det:predet det obj case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-036.npy|lady bertram seemed quite resigned to waiting .~|0 1 3 4 5 6 7|2 0 4 2 6 4 2|nsubj flat advmod xcomp mark advcl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-037.npy|fanny did not share her aunt's composure : she thought of the morrow a great deal , for if the three acts were rehearsed , edmund and miss crawford would then be acting together for the first time .~|0 1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39|3 3 3 5 7 5 3 3 10 3 13 13 10 16 16 10 33 24 24 22 22 24 24 33 33 33 28 24 26 33 33 33 10 33 38 38 38 33 3|nsubj aux advmod nmod:poss nmod:poss case obj punct nsubj parataxis case det obl det amod obj punct mark mark det nummod nsubj:pass aux:pass advcl punct nsubj cc conj conj aux advmod aux conj advmod case det amod obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-038.npy|the third act would bring a scene between them which interested her most particularly , and which she was longing and dreading to see how they would perform .~|0 1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28|2 2 4 4 6 4 8 6 10 6 10 13 10 19 19 19 19 19 10 21 19 23 21 27 27 27 23 4|det amod nsubj aux det obj case nmod nsubj acl:relcl obj advmod advmod punct cc obj nsubj aux conj cc conj mark xcomp mark nsubj aux ccomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-039.npy|the whole subject of it was love .~|0 1 2 3 4 5 7|2 2 6 4 2 6 6|det amod nsubj case nmod cop punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-040.npy|a marriage of love was to be described by the gentleman , and very little short of a declaration of love to be made by the lady .~|0 1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27|1 7 3 1 7 7 7 10 10 7 15 15 14 15 7 18 18 15 20 18 23 23 18 26 26 23 7|det nsubj:pass case nmod aux:pass mark aux:pass case det obl punct cc advmod advmod conj case det obl case nmod mark aux:pass acl case det obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-041.npy|she had read and read the scene again with many painful , many wondering emotions , and looked forward to their representation of it , as a circumstance almost too interesting .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31|2 2 4 2 6 2 2 14 14 14 14 14 14 4 17 17 2 17 21 21 17 23 21 17 27 27 17 30 30 27 2|nsubj aux cc conj det obj advmod case amod amod punct amod amod obl punct cc conj advmod case nmod:poss obl case nmod punct case det obl advmod advmod amod punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-042.npy|she did not believe they had yet rehearsed it , even in private .~|0 1 2 4 5 6 7 8 9 10 11 12 13|3 3 3 7 7 7 3 7 7 12 12 7 3|nsubj aux advmod nsubj aux advmod ccomp obj punct advmod case obl punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-043.npy|the morrow came , the plan for the evening continued , and fanny's consideration of it did not become less agitated .~|0 1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22|1 2 9 5 9 8 8 5 2 19 19 14 12 19 16 14 19 19 9 21 19 2|det nsubj punct det nsubj case det nmod conj punct cc nmod:poss case nsubj case nmod aux advmod conj advmod xcomp punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-046.npy|am i right ?~|0 1 3|2 2 2|cop nsubj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-047.npy|yes ; this is the east room ; my dear miss price , i beg your pardon , but i have made my way to you on purpose to entreat your help .~|0 1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32|6 6 6 6 6 6 6 11 11 11 6 14 14 6 16 14 21 21 21 21 6 23 21 25 21 27 21 29 27 31 29 6|discourse punct nsubj cop det amod punct nmod:poss amod compound parataxis punct nsubj parataxis nmod:poss obj punct cc nsubj aux conj nmod:poss obj case obl case obl mark acl nmod:poss obj punct
/ceph/home/zhouyx20/data/BC2013_training_data/mels/mel-CA-MP1-18-048.npy|fanny , quite surprised , endeavored to show herself mistress of the room by her civilities , and looked at the bright bars of her empty grate with concern .~|0 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29|5 3 3 0 5 7 5 7 7 12 12 9 15 15 7 18 18 5 22 22 22 18 26 26 26 22 28 26 5|nsubj punct advmod amod punct mark xcomp iobj obj case det nmod case nmod:poss obl punct cc conj case det amod obl case nmod:poss amod nmod case nmod punct
